date,open,high,low,close,volume
2024-01-02,442.3500061035156,443.0,439.0,441.79998779296875,14399
2024-01-03,439.3500061035156,440.0,433.70001220703125,434.29998779296875,5681
2024-01-04,431.6000061035156,431.6000061035156,427.70001220703125,429.70001220703125,852
2024-01-05,428.8500061035156,429.95001220703125,424.25,429.0,1727
2024-01-08,428.6499938964844,431.3500061035156,426.70001220703125,430.6499938964844,1181
2024-01-09,433.0,433.20001220703125,429.79998779296875,433.20001220703125,3997
2024-01-10,432.6000061035156,433.0,429.70001220703125,430.70001220703125,2757
2024-01-11,433.04998779296875,434.25,426.70001220703125,426.70001220703125,1853
2024-01-12,429.5,434.6000061035156,428.8500061035156,429.6499938964844,3077
2024-01-15,430.20001220703125,430.3500061035156,428.0,430.20001220703125,2268
2024-01-16,427.8999938964844,430.70001220703125,427.1499938964844,430.20001220703125,3632
2024-01-17,427.0,427.3500061035156,423.8500061035156,426.5,6200
2024-01-18,424.8500061035156,428.25,424.8500061035156,427.29998779296875,2724
2024-01-19,428.8500061035156,430.70001220703125,426.1000061035156,426.1000061035156,2317
2024-01-22,432.04998779296875,440.04998779296875,431.95001220703125,438.29998779296875,4775
2024-01-23,440.1499938964844,443.5,438.45001220703125,438.45001220703125,3488
2024-01-24,440.5,441.25,435.79998779296875,438.04998779296875,1275
2024-01-25,434.8999938964844,441.6499938964844,434.20001220703125,439.20001220703125,3045
2024-01-26,439.95001220703125,441.04998779296875,438.6499938964844,439.3999938964844,2424
2024-01-29,439.8999938964844,442.6000061035156,439.20001220703125,441.8500061035156,1810
2024-01-30,445.3999938964844,445.95001220703125,441.75,443.04998779296875,1733
2024-01-31,445.1000061035156,445.1000061035156,438.29998779296875,439.6499938964844,524
2024-02-01,437.04998779296875,438.3999938964844,429.6000061035156,430.8999938964844,1474
2024-02-02,436.8500061035156,438.1499938964844,434.0,437.79998779296875,4226
2024-02-05,437.8500061035156,438.0,432.0,433.8999938964844,1569
2024-02-06,434.70001220703125,438.0,433.1000061035156,437.8500061035156,2334
2024-02-07,437.1499938964844,438.1000061035156,434.8999938964844,436.6499938964844,593
2024-02-08,436.3500061035156,441.70001220703125,435.29998779296875,440.1499938964844,307
2024-02-09,442.75,446.3500061035156,442.45001220703125,443.5,1423
2024-02-12,446.8500061035156,455.25,446.8500061035156,455.20001220703125,9935
2024-02-13,455.1000061035156,455.45001220703125,441.04998779296875,445.20001220703125,3389
2024-02-14,443.3999938964844,446.79998779296875,443.3999938964844,446.25,505
2024-02-15,452.20001220703125,454.20001220703125,450.8999938964844,453.5,753
2024-02-16,456.54998779296875,456.54998779296875,451.45001220703125,456.04998779296875,1710
2024-02-19,452.0,452.29998779296875,450.8999938964844,450.8999938964844,496
2024-02-20,451.5,451.5,445.70001220703125,447.3999938964844,676
2024-02-21,448.04998779296875,448.04998779296875,444.25,444.25,1539
2024-02-22,445.3999938964844,448.8500061035156,444.3999938964844,448.20001220703125,634
2024-02-23,447.75,449.8999938964844,446.3999938964844,449.54998779296875,2269
2024-02-26,449.54998779296875,451.3999938964844,447.25,450.04998779296875,740
2024-02-27,450.3500061035156,455.75,450.20001220703125,455.1499938964844,3863
2024-02-28,455.6000061035156,455.8500061035156,452.0,454.8500061035156,664
2024-02-29,453.8999938964844,460.0,452.8999938964844,456.45001220703125,957
2024-03-01,457.1499938964844,460.0,455.1499938964844,458.6499938964844,1792
2024-03-04,457.8999938964844,461.6000061035156,457.8999938964844,460.04998779296875,1097
2024-03-05,458.75,458.75,456.25,457.1000061035156,960
2024-03-06,455.25,457.3999938964844,454.8999938964844,456.45001220703125,687
2024-03-07,455.3999938964844,461.1000061035156,454.45001220703125,456.95001220703125,918
2024-03-08,458.0,463.20001220703125,456.79998779296875,458.95001220703125,1942
2024-03-11,456.6000061035156,457.6000061035156,454.5,455.5,1094
2024-03-12,456.1499938964844,456.8999938964844,453.54998779296875,453.79998779296875,1053
2024-03-13,454.5,457.45001220703125,453.75,456.20001220703125,877
2024-03-14,456.70001220703125,457.0,450.29998779296875,450.29998779296875,1149
2024-03-15,450.95001220703125,451.75,449.79998779296875,450.04998779296875,3050
2024-03-18,450.29998779296875,452.5,450.0,452.29998779296875,1364
2024-03-19,451.0,453.75,449.0,453.75,989
2024-03-20,453.29998779296875,455.25,452.6499938964844,454.1000061035156,600
2024-03-21,462.3999938964844,467.8500061035156,460.29998779296875,466.04998779296875,7333
2024-03-22,467.3999938964844,469.3999938964844,463.54998779296875,463.54998779296875,275
2024-03-25,463.1499938964844,465.1499938964844,461.6499938964844,463.6499938964844,480
2024-03-26,463.54998779296875,464.45001220703125,463.04998779296875,463.54998779296875,380
2024-03-27,463.70001220703125,468.8999938964844,463.70001220703125,468.8999938964844,431
2024-03-28,472.3999938964844,477.54998779296875,472.20001220703125,475.95001220703125,943
2024-04-02,473.6000061035156,473.95001220703125,463.1000061035156,463.1000061035156,1927
2024-04-03,463.54998779296875,464.79998779296875,460.3500061035156,463.95001220703125,6269
2024-04-04,464.25,466.6000061035156,463.3500061035156,465.54998779296875,504
2024-04-05,459.3999938964844,460.54998779296875,457.5,460.25,928
2024-04-08,459.3999938964844,462.95001220703125,459.0,462.0,1545
2024-04-09,462.29998779296875,463.29998779296875,461.0,461.3999938964844,1202
2024-04-10,465.04998779296875,466.1499938964844,454.20001220703125,458.54998779296875,1678
2024-04-11,457.95001220703125,458.6000061035156,454.1000061035156,457.45001220703125,5109
2024-04-12,461.79998779296875,462.75,458.0,458.0,2141
2024-04-15,457.45001220703125,458.95001220703125,451.70001220703125,453.20001220703125,1706
2024-04-16,448.5,449.25,443.8999938964844,446.5,9941
2024-04-17,446.75,448.5,443.3500061035156,443.3500061035156,1410
2024-04-18,441.95001220703125,446.75,440.5,445.8500061035156,1839
2024-04-19,440.1000061035156,444.6499938964844,439.45001220703125,443.29998779296875,1376
2024-04-22,446.04998779296875,447.1000061035156,444.79998779296875,445.1000061035156,3759
2024-04-23,448.6000061035156,453.3999938964844,446.29998779296875,452.70001220703125,4033
2024-04-24,452.70001220703125,454.70001220703125,450.79998779296875,451.95001220703125,1024
2024-04-25,453.3500061035156,455.8500061035156,444.8500061035156,445.79998779296875,1822
2024-04-26,447.70001220703125,453.3500061035156,447.54998779296875,452.3500061035156,593
2024-04-29,452.3500061035156,456.04998779296875,451.45001220703125,454.29998779296875,1141
2024-04-30,454.6499938964844,454.6499938964844,450.04998779296875,450.6000061035156,1565
2024-05-02,449.79998779296875,452.04998779296875,448.29998779296875,450.3999938964844,842
2024-05-03,451.6000061035156,459.79998779296875,451.1499938964844,454.5,1370
2024-05-06,457.1000061035156,460.20001220703125,457.0,459.5,584
2024-05-07,462.0,463.3500061035156,460.1000061035156,463.29998779296875,511
2024-05-08,461.3500061035156,462.0,458.3500061035156,460.20001220703125,1268
2024-05-09,460.3999938964844,462.3999938964844,459.8999938964844,462.0,127
2024-05-10,465.20001220703125,466.20001220703125,462.1000061035156,462.1000061035156,743
2024-05-13,463.3999938964844,465.70001220703125,463.3500061035156,464.0,847
2024-05-14,462.70001220703125,468.3500061035156,462.70001220703125,465.8999938964844,1222
2024-05-15,467.0,470.20001220703125,465.8500061035156,467.70001220703125,736
2024-05-16,467.3500061035156,467.70001220703125,465.0,465.45001220703125,213
2024-05-17,464.04998779296875,465.6000061035156,463.29998779296875,463.29998779296875,404
2024-05-20,463.6000061035156,466.1000061035156,462.6000061035156,466.1000061035156,232
2024-05-21,464.79998779296875,464.79998779296875,462.25,463.54998779296875,387
2024-05-22,463.1499938964844,464.1499938964844,462.70001220703125,462.79998779296875,476
2024-05-23,462.70001220703125,462.79998779296875,457.95001220703125,458.3500061035156,407
2024-05-24,455.95001220703125,457.70001220703125,455.54998779296875,457.3500061035156,1236
2024-05-27,458.3999938964844,459.6000061035156,457.79998779296875,459.6000061035156,496
2024-05-28,458.3999938964844,459.6499938964844,456.25,456.79998779296875,2673
2024-05-29,453.8999938964844,453.8999938964844,450.0,451.6000061035156,981
2024-05-30,451.45001220703125,455.20001220703125,451.45001220703125,454.75,749
2024-05-31,455.6000061035156,457.0,453.04998779296875,453.8500061035156,1144
2024-06-03,460.54998779296875,464.25,454.29998779296875,454.6499938964844,1817
2024-06-04,452.8500061035156,452.8500061035156,448.79998779296875,448.79998779296875,1157
2024-06-05,449.70001220703125,453.54998779296875,448.3500061035156,453.0,849
2024-06-06,453.8500061035156,453.8500061035156,451.45001220703125,452.45001220703125,490
2024-06-07,453.25,453.25,447.75,451.0,1596
2024-06-10,450.0,451.75,448.70001220703125,451.70001220703125,1154
2024-06-11,452.29998779296875,452.54998779296875,449.3999938964844,450.75,1129
2024-06-12,451.8999938964844,460.75,451.04998779296875,458.70001220703125,2188
2024-06-13,455.5,457.29998779296875,450.5,451.8500061035156,4071
2024-06-14,453.3999938964844,453.3999938964844,447.8999938964844,448.8500061035156,1072
2024-06-17,450.1000061035156,450.20001220703125,446.75,447.25,636
2024-06-18,451.70001220703125,452.1499938964844,449.6000061035156,451.75,1128
2024-06-19,451.6000061035156,451.6000061035156,449.45001220703125,449.8500061035156,356
2024-06-20,451.6499938964844,452.8500061035156,450.54998779296875,452.20001220703125,642
2024-06-21,451.3999938964844,453.1000061035156,450.25,452.70001220703125,717
2024-06-24,453.5,458.0,452.70001220703125,458.0,1156
2024-06-25,456.1000061035156,456.3500061035156,452.1499938964844,452.1499938964844,1265
2024-06-26,452.79998779296875,453.6000061035156,450.70001220703125,452.04998779296875,3983
2024-06-27,452.04998779296875,453.1000061035156,450.5,451.1000061035156,3665
