date,open,high,low,close,volume
2024-01-02,41.20000076293945,41.27000045776367,40.7599983215332,40.9900016784668,9182
2024-01-03,40.95500183105469,41.060001373291016,40.52000045776367,40.625,2859
2024-01-04,40.80500030517578,40.939998626708984,40.625,40.92499923706055,4624
2024-01-05,40.66999816894531,40.900001525878906,40.47999954223633,40.83000183105469,16171
2024-01-08,40.79999923706055,40.96500015258789,40.63999938964844,40.959999084472656,7274
2024-01-09,40.9900016784668,40.9900016784668,40.78499984741211,40.875,3300
2024-01-10,40.83000183105469,40.939998626708984,40.775001525878906,40.83000183105469,6195
2024-01-11,41.02000045776367,41.064998626708984,40.435001373291016,40.435001373291016,9274
2024-01-12,40.744998931884766,40.93000030517578,40.70000076293945,40.849998474121094,50450
2024-01-15,40.89500045776367,40.92499923706055,40.60499954223633,40.64500045776367,9690
2024-01-16,40.345001220703125,40.560001373291016,40.29999923706055,40.55500030517578,4100
2024-01-17,40.10499954223633,40.154998779296875,39.86000061035156,40.11000061035156,6062
2024-01-18,40.18000030517578,40.345001220703125,40.125,40.314998626708984,3601
2024-01-19,40.54999923706055,40.54999923706055,40.20500183105469,40.20500183105469,3317
2024-01-22,40.505001068115234,40.595001220703125,40.38999938964844,40.525001525878906,20397
2024-01-23,40.650001525878906,40.665000915527344,40.404998779296875,40.43000030517578,15752
2024-01-24,40.834999084472656,40.915000915527344,40.665000915527344,40.8849983215332,8381
2024-01-25,40.85499954223633,41.025001525878906,40.724998474121094,40.9900016784668,7402
2024-01-26,41.209999084472656,41.540000915527344,41.1349983215332,41.474998474121094,32112
2024-01-29,41.505001068115234,41.595001220703125,41.40999984741211,41.584999084472656,15149
2024-01-30,41.72999954223633,41.75,41.6150016784668,41.685001373291016,4397
2024-01-31,41.72999954223633,41.80500030517578,41.61000061035156,41.689998626708984,16807
2024-02-01,41.5,41.65999984741211,41.439998626708984,41.5,6742
2024-02-02,41.72999954223633,41.81999969482422,41.51499938964844,41.564998626708984,8519
2024-02-05,41.599998474121094,41.654998779296875,41.45000076293945,41.560001373291016,7336
2024-02-06,41.72999954223633,41.79999923706055,41.5099983215332,41.77000045776367,6168
2024-02-07,41.779998779296875,41.83000183105469,41.619998931884766,41.650001525878906,8026
2024-02-08,41.72999954223633,41.79999923706055,41.630001068115234,41.6349983215332,18249
2024-02-09,41.685001373291016,41.724998474121094,41.5,41.6150016784668,21200
2024-02-12,41.744998931884766,41.834999084472656,41.665000915527344,41.834999084472656,9025
2024-02-13,41.790000915527344,41.790000915527344,41.01499938964844,41.46500015258789,11549
2024-02-14,41.5099983215332,41.68000030517578,41.459999084472656,41.665000915527344,9124
2024-02-15,41.79499816894531,41.939998626708984,41.79499816894531,41.91999816894531,13969
2024-02-16,42.119998931884766,42.22999954223633,42.07500076293945,42.18000030517578,16546
2024-02-19,42.1349983215332,42.2599983215332,42.08000183105469,42.25,3842
2024-02-20,42.220001220703125,42.314998626708984,42.130001068115234,42.209999084472656,17104
2024-02-21,42.154998779296875,42.185001373291016,42.06999969482422,42.1150016784668,16194
2024-02-22,42.52000045776367,42.599998474121094,42.31999969482422,42.4900016784668,4330
2024-02-23,42.60499954223633,42.67499923706055,42.494998931884766,42.6349983215332,3396
2024-02-26,42.61000061035156,42.625,42.5,42.52000045776367,4825
2024-02-27,42.56999969482422,42.625,42.45500183105469,42.584999084472656,11418
2024-02-28,42.584999084472656,42.595001220703125,42.380001068115234,42.439998626708984,11972
2024-02-29,42.540000915527344,42.56999969482422,42.43000030517578,42.43000030517578,14164
2024-03-01,42.64500045776367,42.75,42.5,42.70500183105469,12947
2024-03-04,42.7599983215332,42.77000045776367,42.584999084472656,42.67499923706055,13426
2024-03-05,42.619998931884766,42.650001525878906,42.53499984741211,42.59000015258789,5221
2024-03-06,42.53499984741211,42.79999923706055,42.5099983215332,42.779998779296875,10917
2024-03-07,42.7599983215332,43.32500076293945,42.654998779296875,43.244998931884766,8200
2024-03-08,43.26499938964844,43.7599983215332,43.20000076293945,43.20500183105469,9275
2024-03-11,43.025001525878906,43.11000061035156,42.935001373291016,43.095001220703125,18442
2024-03-12,43.349998474121094,43.54499816894531,43.220001220703125,43.474998474121094,5460
2024-03-13,43.5099983215332,43.650001525878906,43.45000076293945,43.54499816894531,12232
2024-03-14,43.65999984741211,43.755001068115234,43.435001373291016,43.525001525878906,6501
2024-03-15,43.540000915527344,43.720001220703125,43.40999984741211,43.40999984741211,7791
2024-03-18,43.45500183105469,43.474998474121094,43.25,43.31999969482422,8465
2024-03-19,43.310001373291016,43.439998626708984,43.2400016784668,43.439998626708984,2224
2024-03-20,43.33000183105469,43.459999084472656,43.28499984741211,43.435001373291016,10759
2024-03-21,43.834999084472656,43.8650016784668,43.630001068115234,43.85499954223633,3106
2024-03-22,43.810001373291016,43.93000030517578,43.75,43.89500045776367,11067
2024-03-25,43.93000030517578,43.974998474121094,43.73500061035156,43.92499923706055,38078
2024-03-26,43.79499816894531,44.099998474121094,43.79499816894531,44.0,6900
2024-03-27,44.0,44.150001525878906,43.97999954223633,44.064998626708984,8627
2024-03-28,44.15999984741211,44.314998626708984,44.10499954223633,44.244998931884766,4130
2024-04-02,44.35499954223633,44.51499938964844,43.810001373291016,43.880001068115234,16993
2024-04-03,43.915000915527344,44.025001525878906,43.79999923706055,44.01499938964844,19538
