date,open,high,low,close,volume,ticker,cci_25,rsi_14,ma_9,ma_14,ma_50
2024-01-02,121.6999969482422,122.1999969482422,120.08000183105467,120.9000015258789,2965.0,C40,,,,,
2024-01-03,120.83999633789062,120.86000061035156,118.5,118.94000244140624,5186.0,C40,,,,,
2024-01-04,119.0,119.62000274658205,118.9000015258789,119.5999984741211,2835.0,C40,,,,,
2024-01-05,118.58000183105467,119.1999969482422,117.77999877929688,118.9800033569336,5398.0,C40,,,,,
2024-01-06,118.58000183105467,119.1999969482422,117.77999877929688,118.9800033569336,5120.0,C40,,,,,
2024-01-07,118.58000183105467,119.1999969482422,117.77999877929688,118.9800033569336,5120.0,C40,,,,,
2024-01-08,119.0,119.81999969482422,118.5,119.81999969482422,5120.0,C40,,,,,
2024-01-09,119.94000244140624,119.94000244140624,118.9000015258789,119.5,9499.0,C40,,,,,
2024-01-10,119.4800033569336,119.91999816894533,119.16000366210938,119.5,4523.0,C40,,,119.46666802300348,,
2024-01-11,120.04000091552734,120.31999969482422,118.72000122070312,118.94000244140624,4437.0,C40,,,119.24889034695096,,
2024-01-12,119.18000030517578,120.31999969482422,119.18000030517578,120.1999969482422,5076.0,C40,,,119.3888897365994,,
2024-01-13,119.18000030517578,120.31999969482422,119.18000030517578,120.1999969482422,1564.0,C40,,,119.45555623372395,,
2024-01-14,119.18000030517578,120.31999969482422,119.18000030517578,120.1999969482422,1564.0,C40,,,119.5911110772027,,
2024-01-15,119.87999725341795,120.08000183105467,119.33999633789062,119.5199966430664,1564.0,C40,,42.84507020448741,119.65111033121745,119.59000015258789,
2024-01-16,118.5999984741211,119.3000030517578,118.37999725341795,119.23999786376952,1620.0,C40,,39.97720555552757,119.67999860975478,119.47142846243722,
2024-01-17,117.95999908447266,118.1999969482422,117.55999755859376,118.12000274658205,5927.0,C40,,31.03005073798289,119.49111005995009,119.41285705566406,
2024-01-18,118.66000366210938,119.63999938964844,118.4800033569336,119.54000091552734,1955.0,C40,,47.17305477327853,119.4955546061198,119.4085715157645,
2024-01-19,120.0999984741211,120.27999877929688,118.76000213623048,119.13999938964844,1629.0,C40,,44.045637059474245,119.45555453830295,119.41999980381557,
2024-01-20,120.0999984741211,120.27999877929688,118.76000213623048,119.13999938964844,5111.0,C40,,44.045637059474245,119.47777642144098,119.43142809186664,
2024-01-21,120.0999984741211,120.27999877929688,118.76000213623048,119.13999938964844,5111.0,C40,,44.045637059474245,119.35999891493056,119.44285637991769,
2024-01-22,120.4000015258789,120.54000091552734,119.55999755859376,120.0199966430664,5111.0,C40,,52.66790202244556,119.33999888102214,119.4571418762207,
2024-01-23,120.23999786376952,120.23999786376952,119.31999969482422,119.44000244140624,5698.0,C40,,47.47533117670863,119.25555504692926,119.45285633632115,
2024-01-24,119.91999816894533,120.62000274658205,119.62000274658205,120.5199966430664,8926.0,C40,,56.14559128996449,119.36666615804036,119.52571323939732,
2024-01-25,120.16000366210938,120.5999984741211,119.66000366210938,120.5999984741211,3139.0,C40,,56.715576553691115,119.51777733696832,119.64428438459124,
2024-01-26,121.9000015258789,123.44000244140624,121.9000015258789,123.44000244140624,40181.0,C40,371.19759023926156,71.08362799335151,120.108888414171,119.87571334838867,
2024-01-27,121.9000015258789,123.44000244140624,121.9000015258789,123.44000244140624,11083.0,C40,312.96420259453066,71.08362799335151,120.54222191704645,120.1071423121861,
2024-01-28,121.9000015258789,123.44000244140624,121.9000015258789,123.44000244140624,11083.0,C40,243.5247241877681,71.08362799335151,121.02000003390842,120.33857127598354,
2024-01-29,123.37999725341795,123.37999725341795,122.91999816894533,123.36000061035156,11083.0,C40,212.40099096348035,70.26303431208825,121.48888905843098,120.61285727364677,
2024-01-30,123.62000274658205,123.9000015258789,123.4000015258789,123.8000030517578,15379.0,C40,195.97962925205806,72.16617673782832,122.0066672431098,120.93857192993164,
2024-01-31,123.87999725341795,124.08000183105467,123.3000030517578,123.44000244140624,11656.0,C40,157.94014860205223,68.3139077685226,122.3866678873698,121.31857190813336,
2024-02-01,122.45999908447266,122.76000213623048,121.83999633789062,122.23999786376952,3730.0,C40,81.61060467512206,57.32846496947769,122.6977784898546,121.51142883300781,
2024-02-02,122.86000061035156,123.26000213623048,122.41999816894533,122.45999908447266,10218.0,C40,89.95735703555542,58.64156967269171,122.91333431667752,121.7485716683524,
2024-02-03,122.86000061035156,123.26000213623048,122.41999816894533,122.45999908447266,1252.0,C40,80.51860309782529,58.6415696726917,123.12000105116103,121.98571450369698,
2024-02-04,122.86000061035156,123.26000213623048,122.41999816894533,122.45999908447266,1252.0,C40,72.8090885920498,58.6415696726917,123.01111178927951,122.22285733904157,
2024-02-05,122.54000091552734,122.83999633789062,121.95999908447266,122.55999755859376,1252.0,C40,56.74460853574092,59.35168031430489,122.91333346896701,122.40428597586495,
2024-02-06,123.18000030517578,123.18000030517578,122.36000061035156,123.18000030517578,8491.0,C40,68.76465424727625,63.532426169069076,122.88444434271918,122.67142868041992,
2024-02-07,123.23999786376952,123.36000061035156,122.8000030517578,122.8000030517578,1970.0,C40,66.36667309023002,59.49361928483902,122.82222239176433,122.83428628104073,
2024-02-08,123.04000091552734,123.83999633789062,122.6999969482422,123.41999816894533,1853.0,C40,73.64174114087491,63.56354311662577,122.77999962700738,123.03571483067104,
