date,open,high,low,close,volume,ticker,cci_25,rsi_14,ma_9,ma_14,ma_50
2024-01-02,237.1000061035156,237.1000061035156,233.8000030517578,235.0500030517578,2278.0,ECN,,,,,
2024-01-03,235.0500030517578,235.0500030517578,232.3000030517578,233.0,1191.0,ECN,,,,,
2024-01-04,233.5,234.1000061035156,232.8000030517578,234.1000061035156,699.0,ECN,,,,,
2024-01-05,232.8500061035156,234.1999969482422,232.0,233.8500061035156,1688.0,ECN,,,,,
2024-01-06,232.8500061035156,234.1999969482422,232.0,233.8500061035156,9074.0,ECN,,,,,
2024-01-07,232.8500061035156,234.1999969482422,232.0,233.8500061035156,9074.0,ECN,,,,,
2024-01-08,234.1000061035156,234.8500061035156,232.6999969482422,234.75,9074.0,ECN,,,,,
2024-01-09,235.0,235.1499938964844,233.75,234.9499969482422,1054.0,ECN,,,,,
2024-01-10,234.1000061035156,234.8999938964844,234.1000061035156,234.5500030517578,2467.0,ECN,,,234.21666971842447,,
2024-01-11,236.0,236.0500030517578,233.1499938964844,233.1499938964844,1613.0,ECN,,,234.00555759006076,,
2024-01-12,234.0,235.0500030517578,234.0,234.9499969482422,368.0,ECN,,,234.22222391764322,,
2024-01-13,234.0,235.0500030517578,234.0,234.9499969482422,755.0,ECN,,,234.31666734483508,,
2024-01-14,234.0,235.0500030517578,234.0,234.9499969482422,755.0,ECN,,,234.4388885498047,,
2024-01-15,234.25,234.6000061035156,234.0,234.1999969482422,755.0,ECN,,46.11556231134224,234.47777642144098,234.29642922537667,
2024-01-16,232.1000061035156,233.3500061035156,232.1000061035156,233.3500061035156,2279.0,ECN,,39.656922875703266,234.4222208658854,234.1750008719308,
2024-01-17,229.6999969482422,230.8500061035156,229.6000061035156,230.8500061035156,1947.0,ECN,,27.470610881860097,233.9888882107205,234.02142987932478,
2024-01-18,230.75,231.75,230.75,231.75,757.0,ECN,,35.191534522776664,233.63333299424914,233.85357230050224,
2024-01-19,232.6000061035156,232.8999938964844,231.4499969482422,231.5,1078.0,ECN,,34.105448727811094,233.29444376627603,233.6857147216797,
2024-01-20,232.6000061035156,232.8999938964844,231.4499969482422,231.5,4137.0,ECN,,34.105448727811094,233.11111111111111,233.51785714285714,
2024-01-21,232.6000061035156,232.8999938964844,231.4499969482422,231.5,4137.0,ECN,,34.105448727811094,232.72777811686197,233.3499995640346,
2024-01-22,234.3999938964844,234.3999938964844,232.8999938964844,234.0,4137.0,ECN,,52.43852343085079,232.62222290039062,233.29642813546317,
2024-01-23,234.1499938964844,234.1499938964844,232.8999938964844,233.1999969482422,1381.0,ECN,,47.85066412215895,232.42777845594617,233.17142813546317,
2024-01-24,235.25,236.4499969482422,235.25,236.4499969482422,422.0,ECN,,62.28628223242941,232.67777845594617,233.30714198521204,
2024-01-25,236.0500030517578,237.3999938964844,235.6000061035156,237.3999938964844,431.0,ECN,,65.30918794302934,233.12777709960938,233.6107134137835,
2024-01-26,238.4499969482422,240.75,238.4499969482422,240.4499969482422,581.0,ECN,303.27175000223707,72.83695884026687,234.19444274902344,234.00357055664062,
2024-01-27,238.4499969482422,240.75,238.4499969482422,240.4499969482422,662.0,ECN,256.036076471135,72.83695884026687,235.1611090766059,234.39642769949776,
2024-01-28,238.4499969482422,240.75,238.4499969482422,240.4499969482422,662.0,ECN,210.40009562053373,72.83695884026687,236.15555318196616,234.7892848423549,
2024-01-29,239.8000030517578,240.8500061035156,239.8000030517578,240.8500061035156,662.0,ECN,194.17645572468544,73.76932209515141,237.19444274902344,235.26428549630302,
2024-01-30,241.3000030517578,241.4499969482422,240.4499969482422,241.0500030517578,2348.0,ECN,171.58539754763305,74.24531569052458,238.25555419921875,235.8142852783203,
2024-01-31,240.8500061035156,240.9499969482422,240.0500030517578,240.25,571.0,ECN,132.86863972097595,68.86229504321814,238.9499986436632,236.4857134137835,
2024-02-01,239.3000030517578,240.3999938964844,239.3000030517578,239.6499938964844,435.0,ECN,102.92773238025285,65.05276456136349,239.66666497124567,237.0499986921038,
2024-02-02,241.1999969482422,241.5,239.75,239.75,631.0,ECN,103.20324264892312,65.39637557165872,240.03333197699652,237.63928440638952,
2024-02-03,241.1999969482422,241.5,239.75,239.75,3385.0,ECN,92.86614683615916,65.39637557165872,240.29444376627603,238.22857012067522,
2024-02-04,241.1999969482422,241.5,239.75,239.75,3385.0,ECN,84.18239329824382,65.39637557165872,240.21666632758246,238.81785583496094,
2024-02-05,239.9499969482422,240.3500061035156,239.1999969482422,239.75,3385.0,ECN,66.6068739392757,65.39637557165872,240.13888888888889,239.22857012067522,
2024-02-06,241.0500030517578,241.0500030517578,239.1000061035156,241.0500030517578,911.0,ECN,72.98459281427581,70.47255249629757,240.20555623372397,239.7892848423549,
2024-02-07,241.6000061035156,241.6499938964844,240.8000030517578,241.1499938964844,556.0,ECN,81.60481510359341,70.82703619046649,240.2388882107205,240.1249989100865,
2024-02-08,241.25,241.3999938964844,240.1499938964844,240.1999969482422,558.0,ECN,64.78648042602268,63.07883837263465,240.14444308810764,240.3249991280692,
2024-02-09,240.25,240.3500061035156,239.1999969482422,239.8000030517578,433.0,ECN,46.15211448816227,60.09774456495461,240.09444342719183,240.27857099260603,
2024-02-10,240.25,240.3500061035156,239.1999969482422,239.8000030517578,1012.0,ECN,42.84217904956265,60.09774456495461,240.11111111111111,240.23214285714286,
2024-02-11,240.25,240.3500061035156,239.1999969482422,239.8000030517578,1012.0,ECN,39.325793804155,60.09774456495461,240.11666700575086,240.1857147216797,
2024-02-12,240.3999938964844,240.6000061035156,239.5,240.6000061035156,1012.0,ECN,46.766218792066105,64.31100758673279,240.2111121283637,240.16785757882255,
2024-02-13,240.1000061035156,240.1000061035156,237.5,238.3000030517578,7409.0,ECN,-0.713294494388671,48.46634903169182,240.0500013563368,239.97142900739397,
2024-02-14,238.3500061035156,239.1999969482422,238.25,239.1499938964844,2136.0,ECN,-2.4339171945996294,53.068226550197984,239.98333401150174,239.89285714285714,
2024-02-15,240.3000030517578,241.0,240.1499938964844,240.8999938964844,873.0,ECN,64.21999102944255,60.824709669295274,239.96666632758246,239.98214285714286,
2024-02-16,241.9499969482422,242.8000030517578,241.9499969482422,242.75,529.0,ECN,165.97200759591996,67.02849129261335,240.14444478352866,240.19642857142858,
2024-02-17,241.9499969482422,242.8000030517578,241.9499969482422,242.75,775.0,ECN,188.8044038078592,67.02849129261335,240.42777845594617,240.41071428571428,
2024-02-18,241.9499969482422,242.8000030517578,241.9499969482422,242.75,775.0,ECN,187.83038427342078,67.02849129261335,240.75555589463977,240.625,
2024-02-19,243.0,243.3999938964844,242.6499938964844,243.3999938964844,775.0,ECN,219.3767955807078,69.17086756222027,241.15555487738715,240.8857138497489,
2024-02-20,243.0500030517578,243.5,242.8999938964844,243.3000030517578,4134.0,ECN,185.93475525681242,68.4342097014148,241.54444376627603,241.04642813546317,237.39
2024-02-21,242.8999938964844,242.9499969482422,242.1999969482422,242.6999969482422,717.0,ECN,122.6611289415423,64.02773901788342,241.77777608235678,241.15714263916016,237.54299987792967
2024-02-22,245.4499969482422,245.4499969482422,244.0,245.1000061035156,2222.0,ECN,216.90790802229694,71.83880944637305,242.53333197699652,241.50714329310827,237.785
2024-02-23,245.5,246.4499969482422,244.8500061035156,246.4499969482422,2700.0,ECN,220.3155225415446,75.11242721551305,243.34444342719183,241.98214285714286,238.03199981689454
2024-02-24,245.5,246.4499969482422,244.8500061035156,246.4499969482422,667.0,ECN,181.46217869262446,75.11242721551305,243.96111043294272,242.45714242117745,238.28399963378905
2024-02-25,245.5,246.4499969482422,244.8500061035156,246.4499969482422,667.0,ECN,155.22599799712788,75.11242721551305,244.3722212049696,242.93214198521204,238.5359994506836
